54,Collines,13.718252,-2.302446,0.292,71,62,47.1,NULL
55,Couffo,7.0035894,1.7538817,0.345,71,71.2,48.5,NULL
56,Donga,9.7191867,1.6760691,0.335,71,70.2,47.7,NULL
57,Littoral,6.3806973,2.4406387,0.083,71,20.1,41.4,NULL
58,Mono,6.6607182,1.7538817,0.259,71,56.1,46.1,NULL
59,Ouðmð,NULL,NULL,0.238,71,51.6,46.1,NULL
60,Plateau,7.3445141,2.539603,0.347,71,71.8,48.3,NULL
62,Zou,7.3469268,2.0665197,0.334,71,67.3,49.7,NULL
63,Boucle de mouhoun,8.8556838,7.179026,0.591,47,91.9,64.3,NULL
64,Cascades,10.4072992,-4.5624426,0.493,47,84.4,58.4,NULL
65,Centre,12.3425897,-1.443469,0.207,47,43.9,47.3,NULL
68,Centre-est,11.5247674,-0.1494988,0.58,47,91.6,63.3,NULL
69,Centre-nord,13.1724464,-0.9056623,0.575,47,93.6,61.4,NULL
70,Centre-ouest,11.8798466,-2.302446,0.554,47,86.6,64,NULL
71,Centre-sud,11.5228911,-1.0586135,0.513,47,86.8,59.1,NULL
72,Est,12.4365526,0.9056623,0.698,47,96.7,72.2,NULL
74,Hauts basins,11.4942003,-4.2333355,0.459,47,74.9,61.3,NULL
80,Plateau central,12.2537648,-0.7532809,0.524,47,87.6,59.8,NULL
81,Sahel,14.1000865,-0.1494988,0.69,47,97,71.1,NULL
82,Sud-ouest,10.4231493,-3.2583626,0.655,47,92.4,70.8,NULL
84,Barisal,22.7029212,90.3465971,0.224,5,46.5,48.1,NULL
85,Chittagong,22.3475365,91.8123324,0.186,5,38.9,47.9,NULL
86,Dhaka,23.810332,90.4125181,0.174,5,36.6,47.6,NULL
87,Khulna,22.845641,89.5403279,0.156,5,35.7,43.7,NULL
88,Rajshahi,24.3635886,88.6241351,0.192,5,41.4,46.3,NULL
89,Rangpur,25.7438916,89.275227,0.206,5,45.7,45.1,NULL
90,Sylhet,24.904539,91.8611011,0.32,5,61.9,51.8,NULL
91,Corozal,18.4030802,-88.3967536,0.026,145,6.2,41.6,16
97,Orange Walk,18.0842472,-88.5710266,0.019,145,4.4,42.6,NULL
98,Belize (excluding Belize City South Side),30.7326622,31.7195459,0.005,145,1.4,37.5,NULL
99,Stann Creek,16.8116631,-88.4016041,0.013,145,3.6,36.2,NULL
100,Toledo,16.2491923,-88.864698,0.019,145,4.9,39.8,NULL
101,Cayo,17.0984445,-88.9413865,0.054,145,13.6,39.8,NULL
102,Belize City South Side,17.4891317,-88.188656,0.005,145,1.3,35.7,NULL
103,Chuquisaca,-20.0249144,-64.1478236,0.145,69,31.8,45.4,70
106,La Paz,-16.489689,-68.1192936,0.077,69,18.4,41.8,23
130,Cochabamba,-17.4139766,-66.1653224,0.105,69,23.3,45,70
132,Oruro,26.9373041,90.4879916,0.073,69,17.2,42.3,70
135,Potosð,NULL,NULL,0.168,69,36.2,46.3,NULL
136,Tarija,-21.5213825,-64.7280952,0.081,69,18.4,43.9,70
140,Santa Cruz,-17.8145819,-63.1560853,0.043,69,10.4,40.9,99
146,Beni,-14.3782747,-65.0957792,0.099,69,23.3,42.5,NULL
147,Pando,-10.7988901,-66.9988011,0.087,69,21.8,39.8,NULL
148,Acre,-9.0237964,-70.8119953,0.072,46,15.6,46.4,NULL
149,Alagoas,-9.5713058,-36.7819505,0.042,46,9.4,44,NULL
150,Amapð,NULL,NULL,0.022,46,5.1,42.9,NULL
151,Amazonas,-3.4168427,-65.8560646,0.044,46,10.3,42.7,NULL
153,Bahia,-12.579738,-41.7007272,0.029,46,7,41.9,NULL
154,Cearð,-21.3223397,-46.3694179,0.029,46,7,42.1,NULL
155,Distrito Federal,-15.7997654,-47.8644715,0.008,46,2.3,35,3
157,Espðrito Santo,NULL,NULL,0.018,46,4.8,36.9,NULL
158,Goiðs,NULL,NULL,0.017,46,4.1,40.5,NULL
159,Maranhðo,-8.7224084,125.5712576,0.046,46,10.2,45.7,NULL
160,Mato Grosso,-12.6818712,-56.921099,0.019,46,4.5,41.6,NULL
161,Mato Grosso do Sul,-20.7722295,-54.7851531,0.019,46,4.3,43,NULL
162,Minas Gerais,-18.512178,-44.5550308,0.021,46,5.4,38.8,NULL
163,Paranð,NULL,NULL,0.016,46,4,38.7,NULL
164,Paraðba,NULL,NULL,0.032,46,7.6,41.9,NULL
165,Parð,NULL,NULL,0.035,46,7.8,45,NULL
166,Pernambuco,-8.8137173,-36.954107,0.027,46,6.5,42.2,NULL
167,Piauð,NULL,NULL,0.039,46,8.8,43.9,NULL
168,Rio Grande do Norte,-5.4025803,-36.954107,0.03,46,7.2,41.3,NULL
169,Rio Grande do Sul,-30.0346316,-51.2176986,0.012,46,3.2,38.9,NULL
170,Rio de Janeiro,-22.9068467,-43.1728965,0.011,46,2.9,37.1,0
171,Rondðnia,-17.8251657,31.03351,0.024,46,5.5,43.6,NULL
172,Roraima,2.7375971,-62.0750998,0.029,46,7.1,40.4,NULL
173,Santa Catarina,-27.2423392,-50.2188556,0.019,46,4.9,38.6,NULL
174,Sergipe,-10.5740934,-37.3856581,0.034,46,8,41.9,NULL
175,Sðo Paulo,-23.5671844,-46.7387185,0.012,46,3.4,35.4,NULL
176,Tocantins,-10.17528,-48.2982474,0.03,46,7.3,41.2,NULL
177,Bumthang,27.641839,90.6773046,0.042,146,10.7,39,NULL
178,Chukha,27.0784304,89.4742177,0.121,146,26.1,46.6,NULL
179,Dagana,27.0322861,89.8879304,0.222,146,48.8,45.5,NULL
180,Haa,27.2651669,89.1705998,0.059,146,14.9,39.8,NULL
181,Lhuntse,27.8264989,91.135302,0.151,146,36.1,41.7,NULL
182,Mongar,27.2617059,91.2891036,0.165,146,37.4,44.1,NULL
183,Paro,27.428684,89.4163654,0.026,146,6.5,39.3,NULL
184,Pemagatshel,27.98785,86.9250261,0.128,146,31,41.2,NULL
185,Punakha,27.5920869,89.8797459,0.088,146,19.5,45.2,NULL
186,Samdrup Jongkhar,26.8035682,91.5039207,0.149,146,34.5,43.2,NULL
187,Samtse,27.0291832,89.0561532,0.197,146,43.2,45.6,NULL
188,Sarpang,-2.5546618,29.6035495,0.102,146,23.3,43.9,NULL
189,Thimphu,27.4727924,89.6392863,0.016,146,4.3,37.8,NULL
190,Trashigang,27.3325014,91.5523435,0.132,146,30.2,43.8,NULL
191,Trashiyangtse,-20.3446313,44.7006138,0.121,146,29.3,41.4,NULL
192,Trongsa,27.5002269,90.5080634,0.148,146,34.5,42.8,NULL
193,Tsirang,27.032207,90.1869644,0.196,146,46,42.6,NULL
194,Wangdi,27.4879018,89.8996196,0.099,146,22.7,43.5,NULL
195,Zhemgang,27.076975,90.8294002,0.184,146,42.1,43.8,NULL
196,Ombella-M'poko,5.1188825,18.4276047,0.403,171,76.6,52.7,NULL
197,Lobaye,4.3525981,17.4795173,0.494,171,87.1,56.7,NULL
198,Mambðrð-Kadði,8.154077,123.258793,0.497,171,85.3,58.3,NULL
199,Nana-Mambðrð,NULL,NULL,0.52,171,88.5,58.8,NULL
200,Sangha-Mbaðrð,15.341806,-84.6060449,0.505,171,85.8,58.9,NULL
201,Ouham-Pendð,NULL,NULL,0.479,171,86.1,55.6,NULL
202,Ouham,7.090911,17.668887,0.533,171,90,59.2,NULL
203,Kðmo,NULL,NULL,0.501,171,86.7,57.8,NULL
204,Nana-Grðbizi,NULL,NULL,0.419,171,78.7,53.2,NULL
205,Ouaka,6.3168216,20.7122465,0.471,171,85,55.5,NULL
206,Haute-Kotto,7.7964379,23.3823545,0.42,171,77.7,54,NULL
207,Bamingui-Bangoran,8.2733455,20.7122465,0.364,171,72,50.6,NULL
208,Basse-Kotto,4.8719319,21.2845025,0.544,171,92.4,58.9,NULL
209,Mbomou,5.3561427,-3.9666402,0.491,171,89.7,54.8,NULL
210,Haut-Mbomou,6.2537134,25.4733554,0.418,171,83.3,50.2,NULL
211,Bangui,4.3946735,18.5581899,0.197,171,42.9,45.8,NULL
212,East,42.4708101,-92.3578032,0.008,8,1.9,40.6,NULL
214,Central,29.70534,-95.5483893,0.013,8,3.2,40.5,NULL
222,West,35.86166,104.195397,0.034,8,8.1,41.9,NULL
229,Centre-Nord,13.4540922,-16.6733441,0.322,32,62.5,51.6,NULL
230,Centre-Ouest,NULL,NULL,0.334,32,63.3,52.7,NULL
236,Nord-Est,5.308613,-3.9468284,0.374,32,69.3,54,NULL
238,Nord-Ouest,7.7027827,-5.036833,0.518,32,85.6,60.5,NULL
245,Sud sans Abidjan,NULL,NULL,0.264,32,53,49.9,NULL
248,Ville d'Abidjan,5.3428333,-4.0264183,0.109,32,25.2,43.1,NULL
249,Adamaoua,6.9181954,12.8054753,0.269,51,51.1,52.7,NULL
250,Centre (sans Yaoundð),NULL,NULL,0.179,51,41.8,42.7,NULL
251,Douala,4.0510564,9.7678687,0.024,51,6.7,36.4,32
255,Extrðme-Nord,NULL,NULL,0.54,51,86.7,62.3,NULL
256,Littoral (sans Douala),4.0134386,9.7170073,0.091,51,19.9,45.5,NULL
272,Sud-Ouest,5.1573493,9.3673084,0.129,51,29.3,44,NULL
273,Yaoundð,NULL,NULL,0.026,51,6.5,40.3,NULL
274,Kinshasa,-4.4419311,15.2662931,0.102,6,23.4,43.6,NULL
275,Bandundu,-4.163679,18.8076195,0.435,6,83.7,52,NULL
276,Bas-Congo,-5.2365685,13.914399,0.393,6,74.2,53,NULL
277,ðquateur,NULL,NULL,0.48,6,87.5,54.8,NULL
278,Kasað-Occidental,NULL,NULL,0.49,6,87.1,56.2,NULL
279,Kasað-Oriental,NULL,NULL,0.431,6,80.7,53.4,NULL
280,Katanga,-8.8851145,26.419389,0.4,6,72.4,55.2,NULL
281,Maniema,-3.0730929,26.0413889,0.409,6,78,52.4,NULL
282,Nord-Kivu,NULL,NULL,0.349,6,67,52.1,NULL
283,Orientale,1.6406296,26.419389,0.401,6,77.4,51.8,NULL
284,Sud-Kivu,-3.011658,28.299435,0.462,6,82.9,55.8,NULL
285,Kouilou,-4.1428413,11.8891721,0.352,82,73.5,47.9,NULL
286,Niari,5.4308921,7.5247243,0.238,82,52,45.7,NULL
287,Lðkoumou,NULL,NULL,0.323,82,64.1,50.4,NULL
288,Bouenza,NULL,NULL,0.274,82,56.2,48.7,NULL
289,Pool,-3.7762628,14.8454619,0.299,82,65,46,NULL
290,Plateaux,-2.0680088,15.4068079,0.357,82,72.2,49.4,NULL
291,Cuvette,-0.2877446,16.1580937,0.246,82,53.4,46.1,NULL
292,Cuvette-Ouest,0.144755,14.4723301,0.312,82,66.5,46.9,NULL
293,Sangha,1.4662328,15.4068079,0.285,82,55.9,51,NULL
294,Likouala,2.043924,17.668887,0.304,82,67.3,45.1,NULL
295,Brazzaville,18.8679349,-71.1225531,0.103,82,24.7,41.8,NULL
296,Pointe-Noire,-4.7691623,11.866362,0.094,82,22,42.8,NULL
297,Guajira Cesar Magdalena,10.7582091,-72.8451323,0.056,27,12.3,45.5,NULL
298,Barranquilla A. M.,11.0041072,-74.8069813,0.009,27,2.5,35.9,NULL
299,Atlantico San Andres Bolivar Norte,12.5450153,-81.7075787,0.012,27,3.3,36,NULL
300,Bolivar Sur Sucre Cordoba,8.5705151,8.3088441,0.061,27,14.7,41.4,NULL
301,Santanderes,6.6437076,-73.6536209,0.022,27,5.4,40.3,NULL
302,Boyaca Cmarca Meta,17.2317561,-13.1740348,0.018,27,4.7,37.8,NULL
303,Medellin A.M.,6.244203,-75.5812119,0.005,27,1.4,35.4,NULL
304,Antioquia Sin Medellin,6.244203,-75.5812119,0.037,27,9,40.8,NULL
305,Caldas Risaralda Quindio,NULL,NULL,0.009,27,2.4,38.2,NULL
306,Tolima Huila Caqueta,NULL,NULL,0.027,27,6.5,40.7,NULL
307,Cali A.M.,3.4516467,-76.5319854,0.005,27,1.4,35.8,NULL
308,Valle Sin Cali Ni Litoral,NULL,NULL,0.012,27,3.3,37.1,NULL
309,Cauca Y Nariðo Sin Litoral,NULL,NULL,0.039,27,8.9,44.4,NULL
310,Litoral Pacifico,5.2954172,-3.9835142,0.059,27,14.2,41.5,NULL
311,Bogota,13.4595508,-15.5401101,0.003,27,0.7,35.5,NULL
312,Orinoquia Y Amazonia,49.2647481,-122.7471312,0.028,27,7.1,39.9,NULL
313,Mwali (Mohðli),13.4929172,-16.0904721,0.213,135,45,47.3,NULL
314,Ndzuwani (Ndzouani or Anjouan),NULL,NULL,0.22,135,42.8,51.5,NULL
315,Ngazidja (Grande Comore),-17.1927361,-70.9328138,0.116,135,27.6,42.3,NULL
316,Djibouti,11.825138,42.590275,0.125,144,26.8,46.8,NULL
317,Other Districts,NULL,NULL,0.214,144,44,48.7,NULL
318,Cibao Nordeste,NULL,NULL,0.028,74,7.5,36.9,NULL
319,Cibao Noroeste,4.695135,96.7493993,0.047,74,11.6,40.3,NULL
320,Cibao Norte,18.8679349,-71.1225531,0.028,74,7.6,37.2,NULL
321,Cibao Sur,18.8679349,-71.1225531,0.03,74,8.1,36.5,NULL
322,Del Yuma,18.4296612,-68.675255,0.039,74,9.9,39.9,NULL
323,El Valle,18.9771643,-69.3786383,0.078,74,18,43.3,NULL
324,Enriquillo,18.4787964,-71.5961328,0.055,74,13.4,41.2,NULL
325,Higuamo,18.4901651,-69.9602108,0.043,74,10.5,40.5,NULL
326,Metropolitana,18.4870314,-69.9379724,0.028,74,7.5,36.7,NULL
327,Valdesia,18.41386,-70.277748,0.04,74,10.1,39.8,NULL
328,Mountains,-1.4693018,-78.8169396,0.014,70,3.5,38.3,NULL
329,Coast,34.352865,62.2040287,0.01,70,2.6,37.6,NULL
331,Amazon,-3.4653053,-62.2158805,0.046,70,11.2,41.3,NULL
332,Galapagos Island,-0.2051725,-78.4896935,0.003,70,0.8,36.5,NULL
333,Cairo,30.0444196,31.2357116,0.006,11,1.8,33.9,NULL
334,Alexandria,31.2000924,29.9187387,0.004,11,1.3,33.3,NULL
335,Port Said,10.9691601,20.7122465,0.003,11,1,34,NULL
336,Suez,29.9668343,32.5498069,0.008,11,2.3,34.7,NULL
337,Damietta,31.4175388,31.8144434,0.011,11,3.1,37.3,NULL
338,Dakahlia,31.0832017,31.4913182,0.005,11,1.5,34.4,NULL
339,Sharkia,NULL,NULL,0.01,11,2.4,39.1,NULL
340,Kalyubia,30.3292368,31.2168466,0.005,11,1.4,35.4,NULL
341,Kafr El-Sheikh,31.1063198,30.9419751,0.006,11,1.7,34.6,NULL
342,Gharbia,10.911057,-84.3172642,0.006,11,1.6,36.5,NULL
343,Menoufia,41.2666667,69.2166667,0.008,11,2.2,37.5,NULL
344,Behera,30.8480986,30.3435506,0.012,11,2.9,41.8,NULL
345,Ismailia,30.5964923,32.2714587,0.009,11,2.5,35.5,NULL
346,Giza,30.0130557,31.2088526,0.018,11,4.7,37.7,NULL
347,Beni Suef,29.0661274,31.0993845,0.017,11,4.7,35.9,NULL
348,Fayoum,29.3084021,30.8428497,0.022,11,5.8,38.8,NULL
349,Menya,28.0870967,30.7618397,0.022,11,5.7,38.6,NULL
350,Assuit,27.1783117,31.1859257,0.038,11,9.6,39.4,NULL
351,Souhag,26.5590737,31.6956705,0.035,11,8.6,40.4,NULL
352,Qena,26.155061,32.7160121,0.015,11,4.2,35.4,NULL
353,Aswan,24.088938,32.8998293,0.013,11,3.4,37.8,NULL
354,Luxor,25.6872431,32.6396357,0.015,11,4,38.4,NULL
355,Red Sea,25.1076838,33.7964613,0.015,11,3.7,41,NULL
357,New Valley,24.5455638,27.1735316,0.003,11,0.8,38.9,NULL
358,Matroh,6.8295019,-9.3673084,0.036,11,8.8,40.7,NULL
359,Tigray,14.0323336,38.3165725,0.537,9,85.4,63,NULL
360,Affar,11.7559388,40.958688,0.663,9,90.9,72.9,NULL
361,Amhara,11.3494247,37.9784585,0.588,9,90.1,65.2,NULL
362,Oromiya,7.5460377,40.6346851,0.592,9,91.2,64.8,NULL
363,Somali,6.6612293,43.7908453,0.647,9,93,69.6,NULL
364,Benishangul-Gumuz,10.7802889,35.5657862,0.584,9,89.8,65.1,NULL
365,Southern Nations Nationalities and People's Region,6.5156911,36.954107,0.574,9,89.7,64,NULL
366,Gambela,8.2471899,34.5915966,0.474,9,81.2,58.4,NULL
367,Harari,9.314866,42.1967716,0.333,9,57.9,57.4,NULL
368,Addis Ababa,8.9806034,38.7577605,0.085,9,20,42.4,NULL
369,Dire Dawa,9.6008747,41.850142,0.338,9,54.9,61.6,NULL
370,Libreville/Port-Gentil,0.456963,9.409852,0.024,117,6.5,36.5,NULL
371,Estuaire (sans Libreville),0.456963,9.409852,0.063,117,16.2,39.2,NULL
372,Haut-Ogoouð,NULL,NULL,0.092,117,21.1,43.6,NULL
373,Moyen-Ogoouð,NULL,NULL,0.138,117,30.9,44.7,NULL
374,Ngounið,NULL,NULL,0.184,117,40.8,45.2,NULL
375,Nyanga,-2.8821033,11.1617356,0.16,117,37.3,43,100
376,Ogoouð Maritime (sans Port-Gentil),NULL,NULL,0.076,117,17.9,42.5,NULL
377,Ogoouð-Ivindo,NULL,NULL,0.264,117,53.7,49,NULL
378,Ogoouð-Lolo,NULL,NULL,0.152,117,33.3,45.6,NULL
379,Woleu-Nðtem,NULL,NULL,0.096,117,23.3,41.2,NULL
380,Ashanti,6.7470436,-1.5208624,0.101,53,22.7,44.4,NULL
381,Brong Ahafo,7.9559247,-1.6760691,0.16,53,36.8,43.5,NULL
390,Eastern,31.2652893,32.3018661,0.155,53,34.2,45.5,NULL
398,Greater Accra,5.8142836,0.0746767,0.058,53,14.2,41,NULL
399,Northern,9.5439269,-0.9056623,0.382,53,73.8,51.8,NULL
403,Upper East,10.7082499,-0.9820668,0.289,53,61.6,47,NULL
404,Upper West,10.2529757,-2.1450245,0.259,53,54.3,47.8,NULL
405,Volta,6.5781373,0.4502368,0.138,53,31.8,43.5,NULL
406,Western,5.3901978,-2.1450245,0.122,53,28.4,42.9,NULL
413,Bokð,NULL,NULL,0.418,61,72.1,58,NULL
414,Conakry,9.6411855,-13.5784012,0.122,61,27.8,43.7,NULL
415,Faranah,10.0451022,-10.7492466,0.599,61,92.2,64.9,NULL
416,Kankan,10.3827887,-9.3118282,0.603,61,90.6,66.6,NULL
417,Kindia,10.0406725,-12.8629885,0.503,61,79.6,63.2,NULL
418,Labð,NULL,NULL,0.554,61,89,62.3,NULL
419,Mamou,10.3785237,-12.0832543,0.531,61,84.7,62.7,NULL
420,N'Zðrðkorð,NULL,NULL,0.509,61,87.2,58.4,NULL
421,Banjul,13.4548761,-16.5790323,0.095,108,21.1,45,NULL
422,Kanifing,14.6489525,2.1450245,0.157,108,32.7,48.2,NULL
423,Brikama,13.2747943,-16.6409198,0.242,108,50.6,47.7,NULL
424,Mansakonko,35.1408881,36.7551993,0.352,108,72.8,48.3,NULL
425,Kerewan,NULL,NULL,0.397,108,71.1,55.9,NULL
426,Kuntaur,12.1844159,6.2375947,0.555,108,91.9,60.4,NULL
427,Janjanbureh,13.5336211,-14.7695962,0.46,108,78.9,58.2,NULL
428,Basse,13.3094412,-14.2192475,0.524,108,89.2,58.7,NULL
429,Bafata,12.1735243,-14.652952,0.545,104,86.6,62.9,NULL
430,Biombo,11.8529061,-15.7351171,0.382,104,72.2,52.8,NULL
431,Bolama,11.5891108,-15.5122694,0.352,104,69,51,NULL
432,Cacheu,12.2732631,-16.1669156,0.335,104,68.1,49.2,NULL
433,Gabu,11.8962488,-14.1001326,0.544,104,87.1,62.5,NULL
434,Oio,12.2760709,-15.3131185,0.505,104,84.1,60.1,NULL
435,Quinara,11.795562,-15.1726816,0.414,104,76.9,53.8,NULL
436,Tombali,11.3632696,-14.9856176,0.43,104,79.5,54.1,NULL
437,Sab,NULL,NULL,0.163,104,37.1,44,NULL
438,Alta Verapaz,7.4952637,-10.0807298,0.214,36,47,45.6,NULL
439,Baja Verapaz,15.0787498,-90.4125181,0.147,36,31.9,46,NULL
440,Chimaltenango,14.6631591,-90.8246386,0.082,36,18.4,44.7,60
443,Chiquimula,14.7924897,-89.5450458,0.2,36,40.8,48.9,NULL
444,El Progreso,14.8921637,-90.0373201,0.07,36,15.6,45.2,NULL
445,Escuintla,14.3009252,-90.7881835,0.067,36,16.1,41.5,65
448,Guatemala Municipio,14.6349149,-90.5068824,0.014,36,3.3,42.7,NULL
449,Guatemala Resto,14.5987203,-90.5149157,0.036,36,8.4,43.4,NULL
450,Huehuetenango,15.3198766,-91.4918235,0.187,36,38.2,48.9,60
451,Izabal,15.5918066,-88.9413865,0.106,36,24.2,43.8,NULL
452,Jalapa,14.5655154,-89.9253233,0.165,36,33.9,48.6,99
453,Jutiapa,14.1930802,-89.9253233,0.113,36,24.6,45.8,NULL
454,Peten,16.912033,-90.2995785,0.134,36,29.8,44.8,NULL
455,Quetzaltenango,14.8520705,-91.5305465,0.094,36,21.1,44.5,60
457,Quiche,15.4983808,-90.9820668,0.193,36,41.5,46.4,60
461,Retalhuleu,14.5245485,-91.685788,0.1,36,22.8,43.8,NULL
462,Sacatepequez,14.6110576,-90.7152749,0.048,36,11.7,41.3,NULL
463,San Marcos,-26.9827577,31.3541631,0.123,36,27.1,45.3,16
464,Santa Rosa,14.1928003,-90.3748354,0.093,36,21.3,43.7,100
467,Solola,14.7666085,-91.1785016,0.09,36,20.9,43.2,60
471,Suchitepequez,13.3198572,-87.1622344,0.112,36,26.2,42.7,NULL
472,Totonicapan,14.9173402,-91.3613923,0.121,36,26.3,46.1,60
473,Zacapa,14.9676218,-89.5356094,0.112,36,23.9,46.8,NULL
474,Barima-Waini,7.4882419,-59.6564494,0.057,143,15,38,NULL
475,Cuyuni-Mazaruni and Potaro-Siparuni,45.4786354,-122.640354,0.095,143,22.1,42.8,NULL
476,Demerara-Mahaica,NULL,NULL,0.004,143,1.2,36.7,NULL
477,East Berbice-Corentyne,2.7477922,-57.4627259,0.006,143,1.7,37.6,NULL
478,Essequibo Islands-West Demerara,6.5720132,-58.4629997,0.005,143,1.3,38.2,NULL
479,Mahaica-Berbice,6.238496,-57.9162555,0.006,143,1.5,38.2,NULL
480,Pomeroon-Supenaam,7.1294166,-58.9206295,0.014,143,3.5,40.4,NULL
481,Upper Demerara-Berbice,5.3064879,-58.1892921,0.004,143,1.1,37,NULL
482,Upper Takutu-Upper Essequibo,2.9239595,-58.7373634,0.145,143,34,42.6,NULL
483,Atlðntida,NULL,NULL,0.045,78,10.1,45.1,NULL
484,Colðn,NULL,NULL,0.058,78,13.4,43.5,NULL
485,Comayagua,14.4490149,-87.6482474,0.077,78,16.7,46.1,NULL
486,Copðn,11.7274729,-86.2158497,0.161,78,33.2,48.4,NULL
487,Cortðs,NULL,NULL,0.026,78,6,42.5,NULL
488,Choluteca,13.4726005,-86.4592091,0.108,78,23.4,46,90
490,El Paraðso,NULL,NULL,0.095,78,20.9,45.2,NULL
491,Francisco Morazðn,NULL,NULL,0.031,78,6.9,44.3,NULL
492,Gracias a Dios,33.1870471,-4.2333355,0.124,78,29.5,42.2,NULL
493,Intibucð,NULL,NULL,0.139,78,29.9,46.4,NULL
494,Islas de la Bahða,NULL,NULL,0.017,78,4.5,38.2,NULL
519,Lempira,14.1887698,-88.556531,0.201,78,41.9,48,NULL
520,Ocotepeque,14.5170347,-89.0561532,0.109,78,22.5,48.2,NULL
521,Olancho,14.8067406,-85.7666645,0.089,78,19.2,46.5,NULL
522,Santa Bðrbara,NULL,NULL,0.076,78,16.9,45.1,NULL
523,Valle,13.5782936,-87.5791287,0.068,78,15.7,43.1,NULL
524,Yoro,15.1369653,-87.1273253,0.073,78,16.4,44.6,NULL
526,Aire Mðtropolitaine/Reste-Ouest,NULL,NULL,0.162,57,33.6,48.1,NULL
527,Sud-Est,27.6825285,91.4821482,0.307,57,62.6,49.1,NULL
535,Artibonite,19.362902,-72.4258145,0.316,57,60.6,52.1,86
543,Grande-Anse,18.5489259,-74.07701,0.378,57,71.8,52.6,NULL
547,Nippes,18.3990735,-73.4180211,0.257,57,53.7,47.9,NULL
548,Aceh,12.4315534,-86.8722146,0.077,10,18.3,42,NULL
549,North Sumatera,2.1153547,99.5450974,0.071,10,16,44.3,NULL
550,West Sumatera,-0.7399397,100.8000051,0.056,10,13.5,41.2,NULL
551,Riau,0.2933469,101.7068294,0.053,10,13.2,40.2,NULL
552,Jambi,-1.6101229,103.6131203,0.072,10,17,42.4,NULL
553,South Sumatera,-3.3194374,103.914399,0.054,10,12.7,42,NULL
554,Bengkulu,14.7546303,46.516262,0.059,10,13.4,44.1,NULL
555,Lampung,-4.5585849,105.4068079,0.065,10,15.2,42.9,NULL
556,Bangka Belitung,-2.7410513,106.4405872,0.053,10,13.4,39.2,NULL
